;SEG;TER;QUA;QUI;SEX;
07h00;;;70 Informatica AG 1 ROMULO S-40 O-40 ;;;
08h00;;;70 Informatica AG 1 ROMULO S-40 O-40 ;;;
09h00;;;70 Informatica AG 1 ROMULO S-40 O-40 ;;;
10h00;;;;;;
11h00;;;;;;
13h30;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;35 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;29 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;
14h30;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;35 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;29 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;
15h30;26 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;
16h30;26 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-40 O-20 ;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;
18h20;47 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;;75 Programacao_I SI 1 ROMULO S-40 O-30 ;72 Programacao_I MA 1 ROMULO S-40 O-28 ;58 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;
19h10;47 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;;75 Programacao_I SI 1 ROMULO S-40 O-30 ;72 Programacao_I MA 1 ROMULO S-40 O-28 ;58 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;
20h00;;55 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;;46 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;;
21h00;;55 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;;46 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;;
21h50;;;;;;
